101,2019,1,15,.894,99.5,.819,.508,0,.133,-2.835,1011,2.606,2.352,150.1,25.32,6.86,1.808
101,2019,1,30,.993,99.5,.919,.254,0,.097,-2.894,1011,2.552,2.367,159.9,21.8,6.37,1.8
101,2019,1,45,1.076,99.3,.979,.254,0,.058,-2.511,1010,2.33,2.188,157.5,19.89,5.194,-6999
101,2019,1,100,2.769,101,6999,1496,.003,.099,-1.254,1008,1.726,1.538,145.1,26.62,5.194,6999
101,2019,1,115,1.254,99.6,1.202,.254,0,.024,-1.276,1009,2.347,2.172,143.3,22.12,4.9,1.779
101,2019,1,130,1.303,99.8,1.276,.508,0,.022,.074,1008,1.589,1.405,150.5,27.55,3.92,1.774
101,2019,1,145,1.41,99.9,1.404,.762,0,.015,.259,1008,1.911,1.734,132.2,24.64,4.116,1.77
101,2019,1,200,1.511,100,1.51,.254,0,.013,.489,1006,2.582,2.352,131.4,24.15,6.272,1.766
101,2019,1,215,1.746,100,1.747,.254,0,.014,1.275,1005,2.443,2.184,130,26.39,6.076,1.762
101,2019,1,230,2.004,100,2.005,0,0,.008,1.5,1004,2.393,2.131,134.7,26.77,6.958,1.759
101,2019,1,245,2.109,100,2.11,0,0,.011,2.796,1004,1.768,1.538,144.4,28.98,4.998,1.756
101,2019,1,300,2.232,100,2.234,0,0,.011,3.905,1003,1.64,1.465,146.5,26.35,3.822,1.755
101,2019,1,315,2.464,100,2.466,.254,0,.01,4.559,1003,1.635,1.459,162,26.57,3.724,1.756
101,2019,1,330,2.562,100,2.564,0,0,.018,5.914,1002,1.271,1.083,157.1,31.11,3.038,1.757
101,2019,1,345,2.721,100,2.723,0,0,.02,7.47,1002,.422,.305,179.6,37.31,1.372,1.759
101,2019,1,400,2.322,100,2.324,.254,0,.026,7.92,1002,.73,.622,327.1,29.07,2.058,1.761
101,2019,1,415,1.962,100,1.964,0,0,.026,6.171,1001,1.199,.794,332,44.21,2.548,1.762
101,2019,1,430,1.781,100,1.783,0,0,.029,6.069,1001,.931,.259,120.7,63.25,2.156,1.763
101,2019,1,445,1.613,100,1.615,0,0,.044,6.141,1000,.808,.457,186.1,52.32,2.058,1.765
101,2019,1,500,2.578,100,2.581,0,0,.039,4.52,1000,1.742,1.623,221.6,21.15,4.018,1.767
101,2019,1,515,3.502,100,3.505,0,0,.035,6.561,999,2.432,2.245,203.8,22.47,6.272,1.768
101,2019,1,530,4.144,100,4.147,.254,0,.02,6.641,999,3.252,3.03,211,21.15,7.84,1.767
101,2019,1,545,4.497,100,4.501,0,0,.018,6.893,999,3.545,3.28,218,22.15,9.21,1.768
101,2019,1,600,4.616,100,4.62,0,0,.022,6.572,999,2.954,2.716,213.3,22.99,7.45,1.773
101,2019,1,615,4.784,100,4.788,0,0,.034,6.645,999,2.656,2.467,213,21.62,6.272,1.777
101,2019,1,630,5.005,100,5.01,0,0,.034,5.553,999,3.079,2.86,209.9,21.6,7.74,1.779
101,2019,1,645,5.212,100,5.217,0,0,.031,5.55,999,3.206,2.935,208.6,23.55,8.53,1.782
101,2019,1,700,5.336,100,5.341,0,0,.091,5.442,999,3.01,2.75,214.1,23.78,6.566,1.786
101,2019,1,715,5.518,100,5.522,0,.124,.522,5.924,999,2.603,2.371,221.7,24.14,7.25,1.79
101,2019,1,730,5.749,100,5.754,0,.214,.883,5.624,999,2.593,2.376,211.7,23.43,7.84,1.793
101,2019,1,745,5.939,100,5.944,0,.474,2.412,5.843,999,2.508,2.261,215.2,25.42,6.174,1.795
101,2019,1,800,6.332,100,6.337,0,1.443,7.61,6.214,999,2.628,2.372,215.7,25.22,7.84,1.797
101,2019,1,815,6.667,100,6.673,0,10.11,25.81,11.12,1000,2.444,2.255,214.8,22.52,7.25,1.801
101,2019,1,830,6.663,100,6.669,0,7.2,20.98,9.96,1000,1.975,1.816,224.2,22.97,5.782,1.805
101,2019,1,845,6.753,100,6.759,0,10.48,29.96,11.66,1000,2.142,1.938,247.1,25,5.586,1.809
101,2019,1,900,6.932,100,6.938,0,16.5,40.83,13.57,1001,2.303,2.117,261.7,23.03,5.88,1.811
101,2019,1,915,7.15,100,7.16,0,30.5,74.8,20.92,1001,2.746,2.464,269.7,25.97,7.06,1.816
101,2019,1,930,7.4,100,7.4,0,88.7,204.5,50.63,1002,2.847,2.614,265.3,23.2,8.43,1.821
101,2019,1,1500,3.97,72.6,-.507,0,47.49,129.3,-20.15,1008,3.231,2.874,271.1,26.91,10.39,2.301
101,2019,1,1515,3.719,72.5,-.759,0,44.21,123.1,-27.98,1009,2.894,2.48,279.2,30.62,8.43,2.325
101,2019,1,1530,3.696,67.7,-1.718,0,33.27,94.2,-35.57,1010,3.116,2.716,288.2,28.94,8.23,2.347
101,2019,1,1545,3.407,68.43,-1.849,0,14.39,55.56,-46.01,1011,3.427,3.05,281.3,26.87,8.92,2.369
101,2019,1,1600,3.11,67.83,-2.255,0,10.61,44.53,-54.16,1011,3.986,3.513,280.7,27.92,11.96,2.388
101,2019,1,1615,2.906,68.01,-2.414,0,7.68,29.98,-56.71,1011,4.269,3.805,284.9,26.69,11.47,2.404
101,2019,1,1630,2.542,71,-2.182,0,3.22,12.02,-45.9,1012,3.028,2.692,285,26.99,7.45,2.42
101,2019,1,1645,2.297,73.8,-1.899,0,.37,2.33,-25.99,1012,2.384,2.185,283,23.4,5.39,2.433
101,2019,1,1700,2.236,74.1,-1.901,0,.003,.825,-12.82,1013,2.774,2.554,281.8,22.82,7.55,2.446
101,2019,1,1715,2.155,74,-2.001,0,.001,.756,-16.66,1013,2.813,2.563,283,24.11,8.72,2.454
101,2019,1,1730,1.91,74.4,-2.163,0,.001,.759,-30.83,1013,3.345,3.131,283.8,20.5,8.62,2.462
101,2019,1,1745,1.673,71.8,-2.862,0,0,.762,-54.15,1013,3.742,3.473,286.9,21.7,10.98,2.467
101,2019,1,1800,1.452,72,-3.035,0,0,.762,-64.66,1013,3.762,3.467,284.4,22.69,8.62,2.47
101,2019,1,1815,1.136,73.9,-2.998,0,.001,.763,-67.87,1014,2.932,2.745,285,20.47,7.74,2.473
101,2019,1,1830,.934,74.5,-3.078,0,0,.774,-67.66,1014,2.646,2.419,286.9,23.7,6.468,2.474
101,2019,1,1845,.907,73.1,-3.372,0,.001,.769,-64.41,1014,3.228,2.946,290.9,23.93,7.55,2.477
101,2019,1,1900,.833,71.7,-3.703,0,.001,.76,-61.75,1014,3.122,2.822,287.4,25.07,7.35,2.477
101,2019,1,1915,.732,70.3,-4.056,0,.001,.761,-57.13,1015,2.676,2.293,290.8,30.59,7.64,2.475
101,2019,1,1930,.509,71.6,-4.024,0,.001,.731,-56.89,1015,1.595,1.371,302.8,30.31,5.586,2.473
101,2019,1,1945,.054,72.3,-4.34,0,.001,.726,-68.52,1016,1.814,1.569,295.1,29.75,5.194,2.469
101,2019,1,2000,-.252,72.8,-4.546,0,.001,.732,-70.7,1016,2.164,1.898,298.3,28.4,6.566,2.464
101,2019,1,2015,-.62,73.5,-4.774,0,.001,.736,-67.23,1016,1.825,1.561,291.4,30.78,4.9,2.459
